公告日期,sample_id,实际购买公司名称,认购日期,产品起息日,产品到息日,产品期限,认购金额(万元),产品发行方名称,理财产品名称,理财类型,资金来源,实际购买公司和上市公司关系,买卖方是否有关联关系
2017-09-09,11730,碳元科技股份有限公司,2017-05-23,2017-05-23,2017-08-21,90天,6000.0,花旗银行（中国）有限公司,机构客户理财计划-银行可终止式人民币理财产品,银行理财产品,自有资金,公司本身,否
2017-09-09,11730,碳元科技股份有限公司,2017-06-29,2017-06-29,2017-08-01,33天,3244.0,中国建设银行股份有限公司,“乾元-众享”保本型人民币理财产品2017年第39期,银行理财产品,自筹资金,公司本身,否
2017-09-09,11730,碳元科技股份有限公司,2017-08-03,2017-08-03,2017-11-01,90天,3256.0,中国建设银行股份有限公司,“乾元”保本型人民币理财产品2017年第127期,银行理财产品,自筹资金,公司本身,否
2017-09-09,11730,碳元科技股份有限公司,2017-08-22,2017-08-22,2017-11-20,90天,4000.0,中国农业银行股份有限公司,“本利丰·90天”人民币理财产品,银行理财产品,自筹资金,公司本身,否
2017-09-09,11730,碳元科技股份有限公司,2017-08-22,2017-08-22,2017-11-20,90天,6050.0,花旗银行（中国）有限公司,机构客户理财计划-银行可终止式人民币理财产品,银行理财产品,自有资金,公司本身,否
2017-09-09,11730,碳元科技股份有限公司,2017-09-12,2017-09-12,2017-12-22,101天,3336.0,中国建设银行股份有限公司,“乾元”保本型人民币理财产品2017年第166期,银行理财产品,自筹资金,公司本身,否
2017-08-24,11731,碳元科技股份有限公司,2017-08-22,2017-08-22,2017-11-20,90天,4000.0,,“本利丰·90天”人民币理财产品,银行理财产品,自筹资金,公司本身,否
2017-08-24,11731,碳元科技股份有限公司,2017-08-22,2017-08-22,2017-11-20,90天,6050.0,,机构客户理财计划-银行可终止式人民币理财产品,银行理财产品,自有资金,公司本身,否
2017-08-24,11731,碳元科技股份有限公司,2017-05-23,2017-05-23,2017-09-07,107天,3300.0,中国建设银行股份有限公司,“乾元-众享”保本型人民币理财产品2017年第20期,银行理财产品,自筹资金,公司本身,否
2017-08-24,11731,碳元科技股份有限公司,2017-05-20,2017-05-20,2017-08-18,90天,4000.0,中国农业银行股份有限公司,“本利丰·90天”人民币理财产品,银行理财产品,自筹资金,公司本身,否
2017-08-24,11731,碳元科技股份有限公司,2017-05-23,2017-05-23,2017-08-21,90天,6000.0,花旗银行（中国）有限公司,机构客户理财计划-银行可终止式人民币理财产品,银行理财产品,自有资金,公司本身,否
2017-08-24,11731,碳元科技股份有限公司,2017-06-29,2017-06-29,2017-08-01,33天,3244.0,中国建设银行股份有限公司,“乾元-众享”保本型人民币理财产品2017年第39期,银行理财产品,自筹资金,公司本身,否
2017-08-24,11731,碳元科技股份有限公司,2017-08-22,2017-08-22,2017-11-20,90天,4000.0,中国农业银行股份有限公司,“本利丰·90天”人民币理财产品,银行理财产品,自筹资金,公司本身,否
2017-08-24,11731,碳元科技股份有限公司,2017-08-22,2017-08-22,2017-11-20,90天,6050.0,花旗银行（中国）有限公司,机构客户理财计划-银行可终止式人民币理财产品,银行理财产品,自有资金,公司本身,否
2017-08-04,11732,碳元科技股份有限公司,2017-08-03,2017-08-03,2017-11-01,90天,3256.0,,“乾元”保本型人民币理财产品2017年第127期,银行理财产品,自有资金,公司本身,否
2017-08-04,11732,碳元科技股份有限公司,2017-05-19,2017-05-19,2017-06-22,34天,3210.0,中国建设银行股份有限公司,“乾元”保本型人民币理财产品2017年第119期,银行理财产品,自筹资金,公司本身,否
2017-08-04,11732,碳元科技股份有限公司,2017-05-23,2017-05-23,2017-09-07,107天,3300.0,中国建设银行股份有限公司,“乾元-众享”保本型人民币理财产品2017年第20期,银行理财产品,自筹资金,公司本身,否
2017-08-04,11732,碳元科技股份有限公司,2017-05-20,2017-05-20,2017-08-18,90天,4000.0,中国农业银行股份有限公司,“本利丰·90天”人民币理财产品,银行理财产品,自筹资金,公司本身,否
2017-08-04,11732,碳元科技股份有限公司,2017-05-23,2017-05-23,2017-08-21,90天,6000.0,花旗银行（中国）有限公司,机构客户理财计划-银行可终止式人民币理财产品,银行理财产品,自有资金,公司本身,否
2017-08-04,11732,碳元科技股份有限公司,2017-06-29,2017-06-29,2017-08-01,33天,3244.0,中国建设银行股份有限公司,“乾元-众享”保本型人民币理财产品2017年第39期,银行理财产品,自筹资金,公司本身,否
2017-06-29,11733,碳元科技股份有限公司,2017-06-29,2017-06-29,2017-08-01,33天,3244.0,,“乾元-众享”保本型人民币理财产品2017年第39期,银行理财产品,自筹资金,公司本身,否
2017-06-29,11733,碳元科技股份有限公司,2017-05-19,2017-05-19,2017-06-22,34天,3210.0,中国建设银行股份有限公司,“乾元”保本型人民币理财产品2017年第119期,银行理财产品,自筹资金,公司本身,否
2017-06-29,11733,碳元科技股份有限公司,2017-05-23,2017-05-23,2017-09-07,107天,3300.0,中国建设银行股份有限公司,“乾元-众享”保本型人民币理财产品2017年第20期,银行理财产品,自筹资金,公司本身,否
2017-06-29,11733,碳元科技股份有限公司,2017-05-20,2017-05-20,2017-08-18,90天,4000.0,中国农业银行股份有限公司,“本利丰·90天”人民币理财产品,银行理财产品,自筹资金,公司本身,否
2017-06-29,11733,碳元科技股份有限公司,2017-05-23,2017-05-23,2017-08-21,90天,6000.0,花旗银行（中国）有限公司,机构客户理财计划-银行可终止式人民币理财产品,银行理财产品,自有资金,公司本身,否
2017-10-25,11792,唐人神集团股份有限公司,2017-02-09,2017-02-09,,,500.0,,共赢保本天,银行理财产品,自有资金,公司本身,否
2017-08-03,11808,北京兆易创新科技股份有限公司,2017-08-02,2017-08-02,2017-09-26,55天,10000.0,江苏银行,可提前终止结构性存款,结构性存款,自筹资金,公司本身,否
2017-08-03,11808,北京兆易创新科技股份有限公司,2017-08-02,2017-08-02,2017-09-26,55天,15000.0,江苏银行,可提前终止结构性存款,结构性存款,自筹资金,公司本身,否
2017-07-07,11810,北京兆易创新科技股份有限公司,2017-07-06,2017-07-06,2017-07-28,22天,20000.0,江苏银行,可提前终止结构性存款,结构性存款,自筹资金,公司本身,否
2017-06-12,11811,北京兆易创新科技股份有限公司,2017-06-09,2017-06-09,2017-06-29,20天,12000.0,江苏银行,可提前终止结构性存款,结构性存款,自筹资金,公司本身,否
2017-04-10,11812,北京兆易创新科技股份有限公司,2017-04-07,2017-04-07,2017-06-29,83天,20000.0,江苏银行,可提前终止结构性存款,结构性存款,自有资金,公司本身,否
2017-04-10,11812,北京兆易创新科技股份有限公司,2017-04-07,2017-04-07,2017-05-29,52天,5000.0,江苏银行,可提前终止结构性存款,结构性存款,自有资金,公司本身,否
2017-04-10,11812,北京兆易创新科技股份有限公司,2017-01-11,2017-01-11,2017-03-30,78天,,,兆易创新,银行理财产品,自有资金,公司本身,否
2017-04-10,11812,北京兆易创新科技股份有限公司,2017-03-06,2017-03-06,2017-03-30,24天,,,兆易创新,银行理财产品,自有资金,公司本身,否
2017-04-10,11812,北京兆易创新科技股份有限公司,2017-01-13,2017-01-13,2017-03-30,76天,,,兆易创新,银行理财产品,自有资金,公司本身,否
2017-03-07,11813,北京兆易创新科技股份有限公司,2017-03-06,2017-03-06,2017-03-30,24天,4500.0,江苏银行,可提前终止结构性存款,结构性存款,自有资金,公司本身,否
2016-11-15,11816,北京兆易创新科技股份有限公司,2016-11-15,2016-11-15,2016-12-22,37天,7000.0,江苏银行,可提前终止结构性存款,结构性存款,自有资金,公司本身,否
2016-10-25,11817,北京兆易创新科技股份有限公司,2016-10-25,2016-10-25,2016-12-28,64天,3000.0,招商银行,CBJ00947结构性存款,结构性存款,自筹资金,公司本身,否
2016-10-18,11818,北京兆易创新科技股份有限公司,2016-10-18,2016-10-18,2016-12-28,71天,7000.0,华夏银行,人民币结构性存款,结构性存款,自筹资金,公司本身,否
2016-09-26,11819,北京兆易创新科技股份有限公司,2016-09-23,2016-09-23,2016-12-28,96天,10000.0,江苏银行,可提前终止结构性存款,结构性存款,自有资金,公司本身,否
2016-09-22,11820,北京兆易创新科技股份有限公司,2016-09-21,2016-09-21,2016-10-21,30天,3000.0,招商银行,CBJ00886结构性存款,结构性存款,自筹资金,公司本身,否
2016-09-22,11820,北京兆易创新科技股份有限公司,2016-09-21,2016-09-21,2016-12-28,98天,12000.0,招商银行,CBJ00887结构性存款,结构性存款,自筹资金,公司本身,否
2019-05-20,11821,博创科技股份有限公司,2019-05-17,2019-05-17,2019-08-28,103天,4000.0,中信银行股份有限公司嘉兴分行,共赢利率结构25896期人民币结构性存款产品产品编码：C195R01JY,结构性存款,自筹资金,公司本身,否
2019-05-20,11821,博创科技股份有限公司,2018-04-02,2018-04-02,2018-07-02,91天,2800.0,德邦证券股份有限公司,德邦兴盛113号收益凭证产品代码：SZ1433,证券公司理财产品,自筹资金,公司本身,否
2019-05-20,11821,博创科技股份有限公司,2018-04-10,2018-04-10,2018-07-10,91天,4200.0,中国民生,与利率挂钩的结,银行理财产品,自筹资金,公司本身,否
2019-05-20,11821,博创科技股份有限公司,2018-07-06,2018-07-06,2018-10-22,108天,2500.0,中信银行股份有限公司嘉兴分行,共赢利率结构20700期人民币结构性存款产品产品编码：C186R0100,结构性存款,自筹资金,公司本身,否
2019-05-20,11821,博创科技股份有限公司,2018-07-13,2018-07-13,2018-10-12,91天,1700.0,中国民生银行股份有限公司杭州分行,与利率挂钩的结构性产品,银行理财产品,自筹资金,公司本身,否
2019-05-20,11821,博创科技股份有限公司,2018-10-24,2018-10-24,2019-01-24,92天,4000.0,中国民生银行股份有限公司杭州分行,与利率挂钩的结构性产品,银行理财产品,自筹资金,公司本身,否
2019-05-20,11821,博创科技股份有限公司,2019-01-25,2019-01-25,2019-05-15,110天,4000.0,中信银行股份有限公司嘉兴分行,共赢利率结构24308期人民币结构性存款产品产品编码：C193R0108,结构性存款,自筹资金,公司本身,否
2018-07-05,11829,博创科技股份有限公司,2018-07-06,2018-07-06,2018-10-22,108天,2500.0,中信银行股份有限公司嘉兴分行,共赢利率结构20700期人民币结构性存款产品产品编码：C186R0100,结构性存款,自筹资金,公司本身,否
2018-07-05,11829,博创科技股份有限公司,2017-08-18,2017-08-18,2017-11-17,91天,5000.0,中国民生银行股份有限公司杭州分行,中国民生银行人民币结构性存款挂钩美元利率型,结构性存款,自筹资金,公司本身,否
2018-07-05,11829,博创科技股份有限公司,2017-11-22,2017-11-22,2018-02-26,96天,4500.0,中国民生银行股份有限公司杭州分行,与利率挂钩的结构性产品,银行理财产品,自筹资金,公司本身,否
2018-07-05,11829,博创科技股份有限公司,2017-12-14,2017-12-14,2018-03-19,95天,1300.0,中信证券股份有限公司,保本增益系列239期收益凭证(SAD859),证券公司理财产品,自筹资金,公司本身,否
2018-07-05,11829,博创科技股份有限公司,2017-12-14,2017-12-14,2018-03-15,91天,1000.0,德邦证券股份有限公司,德邦兴盛44号收益凭证（SAL701）,证券公司理财产品,自筹资金,公司本身,否
2018-07-05,11829,博创科技股份有限公司,2018-02-27,2018-02-27,2018-04-09,41天,4200.0,中国民生银行股份有限公司杭州分行,挂钩美元利率型结构性产品,银行理财产品,自筹资金,公司本身,否
2018-07-05,11829,博创科技股份有限公司,2018-04-10,2018-04-10,2018-07-10,91天,4200.0,中国民生银行股份有限公司杭州分行,与利率挂钩的结构性产品,银行理财产品,自筹资金,公司本身,否
2018-04-10,11830,博创科技股份有限公司,2018-04-10,2018-04-10,2018-07-10,91天,4200.0,中国民生银行股份有限公司杭州分行,与利率挂钩的结构性产品,银行理财产品,自筹资金,公司本身,否
2018-04-10,11830,博创科技股份有限公司,2017-05-10,2017-05-10,2017-08-10,92天,2300.0,中国光大银行股份有限公司嘉兴分行,2017年结构性存款对公统发第二期产品005,结构性存款,自筹资金,公司本身,否
2018-04-10,11830,博创科技股份有限公司,2017-05-17,2017-05-17,2017-08-16,91天,3500.0,上海银行股份有限公司漕河泾支行,上海银行“赢家”货币及债券系列（点滴成金）理财产品（WG17M03018期）,银行理财产品,自筹资金,公司本身,否
2018-04-10,11830,博创科技股份有限公司,2017-06-01,2017-06-01,2017-09-04,95天,2500.0,中信证券股份有限公司,中信证券股份有限公司保本增益系列81期收益凭证（SU8997）,证券公司理财产品,自筹资金,公司本身,否
2018-04-10,11830,博创科技股份有限公司,2017-08-18,2017-08-18,2017-11-17,91天,5000.0,中国民生银行股份有限公司杭州分行,中国民生银行人民币结构性存款挂钩美元利率型,结构性存款,自筹资金,公司本身,否
2018-04-10,11830,博创科技股份有限公司,2017-09-07,2017-09-07,2017-12-11,95天,2300.0,中信证券股份有限公司,中信证券股份有限公司保本增益系列166期收益凭证（SV8546）,证券公司理财产品,自筹资金,公司本身,否
2018-04-10,11830,博创科技股份有限公司,2017-11-22,2017-11-22,2018-02-26,96天,4500.0,中国民生银行股份有限公司杭州分行,与利率挂钩的结构性产品,银行理财产品,自筹资金,公司本身,否
2018-04-10,11830,博创科技股份有限公司,2017-12-14,2017-12-14,2018-03-19,95天,1300.0,中信证券股份有限公司,保本增益系列239期收益凭证(SAD859),证券公司理财产品,自筹资金,公司本身,否
2018-04-10,11830,博创科技股份有限公司,2017-12-14,2017-12-14,2018-03-15,91天,1000.0,德邦证券股份有限公司,德邦兴盛44号收益凭证（SAL701）,证券公司理财产品,自筹资金,公司本身,否
2018-04-10,11830,博创科技股份有限公司,2018-02-27,2018-02-27,2018-04-09,41天,4200.0,中国民生银行股份,挂钩美元利率型结构性产品,银行理财产品,自筹资金,公司本身,否
2018-04-10,11830,博创科技股份有限公司,2018-04-02,2018-04-02,2018-07-02,91天,2800.0,德邦证券股份有限公司,德邦兴盛113号收益凭证产品代码：SZ1433,证券公司理财产品,自筹资金,公司本身,否
2018-04-02,11831,博创科技股份有限公司,2018-04-02,2018-04-02,2018-07-02,91天,2800.0,德邦证券股份有限公司,德邦兴盛113号收益凭证产品代码：SZ1433,证券公司理财产品,自筹资金,公司本身,否
2018-04-02,11831,博创科技股份有限公司,2017-05-09,2017-05-09,2017-08-09,92天,2500.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“季季盈”产品产品编号：EB4324,银行理财产品,"自筹资金,自有资金",公司本身,否
2018-04-02,11831,博创科技股份有限公司,2017-05-17,2017-05-17,2017-08-17,92天,3000.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“季季盈”产品产品代码：BE4324,银行理财产品,"自筹资金,自有资金",公司本身,否
2018-04-02,11831,博创科技股份有限公司,2017-08-22,2017-08-22,2017-11-22,92天,4000.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“季季盈”产品产品代码：EB4324,银行理财产品,"自筹资金,自有资金",公司本身,否
2018-04-02,11831,博创科技股份有限公司,2017-11-23,2017-11-23,2018-02-23,92天,4000.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“季季盈”产品产品代码：EB4324,银行理财产品,"自筹资金,自有资金",公司本身,否
2018-04-02,11831,博创科技股份有限公司,2017-12-14,2017-12-14,2018-03-15,91天,1000.0,德邦证券股份有限公司,德邦兴盛44号收益凭证（SAL701）,证券公司理财产品,自有资金,公司本身,否
2018-04-02,11831,博创科技股份有限公司,2018-02-13,2018-02-13,2018-03-13,28天,2500.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“月月盈”产品产品编号：EB4322,银行理财产品,"自筹资金,自有资金",公司本身,否
2018-04-02,11831,博创科技股份有限公司,2018-02-26,2018-02-26,2018-03-26,28天,4000.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“月月盈”产品产品编号：EB4322,银行理财产品,"自筹资金,自有资金",公司本身,否
2018-02-27,11832,博创科技股份有限公司,2018-02-27,2018-02-27,2018-04-09,41天,4200.0,中国民生银行股份有限公司杭州分行,挂钩美元利率型结构性产品,银行理财产品,自筹资金,公司本身,否
2018-02-27,11832,博创科技股份有限公司,2017-02-10,2017-02-10,2017-05-10,89天,2500.0,中国光大银行股份有限公司嘉兴分行,2017年对公结构性存款第十九期产品2,结构性存款,自筹资金,公司本身,否
2018-02-27,11832,博创科技股份有限公司,2017-02-22,2017-02-22,2017-05-24,91天,2700.0,上海银行股份有限公司漕河泾支行,上海银行“赢家”货币及债券系列（点滴成金）理财产品（WG17M03006期）,银行理财产品,自筹资金,公司本身,否
2018-02-27,11832,博创科技股份有限公司,2017-05-09,2017-05-09,2017-08-09,92天,2500.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“季季盈”产品产品编号：EB4324,银行理财产品,"自筹资金,自有资金",公司本身,否
2018-02-27,11832,博创科技股份有限公司,2017-05-17,2017-05-17,2017-08-17,92天,3000.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“季季盈”产品产品代码：BE4324,银行理财产品,"自筹资金,自有资金",公司本身,否
2018-02-27,11832,博创科技股份有限公司,2017-08-10,2017-08-10,2018-02-10,184天,2500.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“半年盈”产品产品代码：EB4325,银行理财产品,"自筹资金,自有资金",公司本身,否
2018-02-27,11832,博创科技股份有限公司,2017-08-18,2017-08-18,2017-11-17,91天,5000.0,中国民生银行股份有限公司杭州分行,中国民生银行人民币结构性存款挂钩美元利率型,结构性存款,自筹资金,公司本身,否
2018-02-27,11832,博创科技股份有限公司,2017-08-18,2017-08-18,2018-03-26,220天,2500.0,中国民生银行股份有限公司杭州分行,中国民生银行综合财富管理服务产品代码：FGDA17051L,银行理财产品,自筹资金,公司本身,否
2018-02-27,11832,博创科技股份有限公司,2017-11-23,2017-11-23,2018-02-23,92天,4000.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“季季盈”产品产品代码：EB4324,银行理财产品,"自筹资金,自有资金",公司本身,否
2018-02-27,11832,博创科技股份有限公司,2017-11-22,2017-11-22,2018-02-26,96天,4500.0,中国民生银行股份有限公司杭州分行,与利率挂钩的结构性产品,银行理财产品,自筹资金,公司本身,否
2018-02-27,11832,博创科技股份有限公司,2018-02-13,2018-02-13,2018-03-13,28天,2500.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“月月盈”产品产品编号：EB4322,银行理财产品,"自筹资金,自有资金",公司本身,否
2017-12-14,11834,博创科技股份有限公司,2017-12-14,2017-12-14,2018-03-19,95天,1300.0,中信证券股份有限公司,保本增益系列239期收益凭证(SAD859),证券公司理财产品,自有资金,公司本身,否
2017-12-14,11834,博创科技股份有限公司,2017-12-14,2017-12-14,2018-03-15,91天,1000.0,德邦证券股份有限公司,德邦兴盛44号收益凭证（SAL701）,证券公司理财产品,自有资金,公司本身,否
2017-12-14,11834,博创科技股份有限公司,2017-02-10,2017-02-10,2017-05-10,89天,2500.0,中国光大银行股份有限公司嘉兴分行,2017年对公结构性存款第十九期产品2,结构性存款,自有资金,公司本身,否
2017-12-14,11834,博创科技股份有限公司,2017-06-01,2017-06-01,2017-09-04,95天,2500.0,中信证券股份有限公司,中信证券股份有限公司保本增益系列81期收益凭证（SU8997）,证券公司理财产品,自有资金,公司本身,否
2017-12-14,11834,博创科技股份有限公司,2017-09-07,2017-09-07,2017-12-11,95天,2300.0,中信证券股份有限公司,中信证券股份有限公司保本增益系列166期收益凭证（SV8546）,证券公司理财产品,自有资金,公司本身,否
2017-11-24,11835,博创科技股份有限公司,2017-11-22,2017-11-22,2018-02-26,96天,4500.0,中国民生银行股份有限公司杭州分行,与利率挂钩的结构性产品,银行理财产品,自筹资金,公司本身,否
2017-11-24,11835,博创科技股份有限公司,2017-02-10,2017-02-10,2017-05-10,89天,2500.0,中国光大银行股份有限公司嘉兴分行,2017年对公结构性存款第十九期产品2,结构性存款,"自筹资金,自有资金",公司本身,否
2017-11-24,11835,博创科技股份有限公司,2017-05-09,2017-05-09,2017-08-09,92天,2500.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“季季盈”产品产品编号：EB4324,银行理财产品,"自筹资金,自有资金",公司本身,否
2017-11-24,11835,博创科技股份有限公司,2017-05-17,2017-05-17,2017-08-17,92天,3000.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“季季盈”产品产品代码：BE4324,银行理财产品,"自筹资金,自有资金",公司本身,否
2017-11-24,11835,博创科技股份有限公司,2017-08-10,2017-08-10,2018-02-10,184天,2500.0,中国光大银行股份有限公司,中国光大银行机构理财“半年盈”产品,银行理财产品,"自筹资金,自有资金",公司本身,否
2017-11-24,11835,博创科技股份有限公司,2017-08-18,2017-08-18,2017-11-17,91天,5000.0,中国民生银行股份有限公司杭州分行,中国民生银行人民币结构性存款挂钩美元利率型,结构性存款,自筹资金,公司本身,否
2017-11-24,11835,博创科技股份有限公司,2017-08-18,2017-08-18,2018-03-26,220天,2500.0,中国民生银行股份有限公司杭州分行,中国民生银行综合财富管理服务产品代码：FGDA17051L,银行理财产品,自筹资金,公司本身,否
2017-11-24,11835,博创科技股份有限公司,2017-08-22,2017-08-22,2017-11-22,92天,4000.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“季季盈”产品产品代码：EB4324,银行理财产品,"自筹资金,自有资金",公司本身,否
2017-09-07,11836,博创科技股份有限公司,2017-09-07,2017-09-07,2017-12-11,95天,2300.0,中信证券股份有限公司,中信证券股份有限公司保本增益系列166期收益凭证（SV8546）,证券公司理财产品,自筹资金,公司本身,否
2017-09-07,11836,博创科技股份有限公司,2016-11-16,2016-11-16,2017-02-15,91天,2700.0,上海银行股份有限公司漕河泾支行,上海银行“赢家”货币及债券系列（点滴成金）理财产品,银行理财产品,自筹资金,公司本身,否
2017-09-07,11836,博创科技股份有限公司,2017-02-10,2017-02-10,2017-05-10,89天,2500.0,中国光大银行股份有限公司嘉兴分行,2017年对公结构性存款第十九期产品2,结构性存款,自筹资金,公司本身,否
2017-09-07,11836,博创科技股份有限公司,2017-05-10,2017-05-10,2017-08-10,92天,2300.0,中国光大银行股份有限公司嘉兴分行,2017年结构性存款对公统发第二期产品005,结构性存款,自筹资金,公司本身,否
2017-09-07,11836,博创科技股份有限公司,2017-06-01,2017-06-01,2017-09-04,95天,2500.0,中信证券股份有限公司,中信证券股份有限公司保本增益系列81期收益凭证（SU8997）,证券公司理财产品,自筹资金,公司本身,否
2017-08-17,11838,博创科技股份有限公司,2017-08-18,2017-08-18,2017-11-17,91天,5000.0,中国民生银行股份有限公司杭州分行,中国民生银行人民币结构性存款挂钩美元利率型,结构性存款,自筹资金,公司本身,否
2017-08-17,11838,博创科技股份有限公司,2016-11-16,2016-11-16,2017-02-15,91天,2700.0,上海银行股份有限公司漕河泾支行,上海银行“赢家”货币及债券系列（点滴成金）理财产品,银行理财产品,自筹资金,公司本身,否
2017-08-17,11838,博创科技股份有限公司,2017-02-10,2017-02-10,2017-05-10,89天,2500.0,中国光大银行股份有限公司嘉兴分行,2017年对公结构性存款第十九期产品2,结构性存款,自筹资金,公司本身,否
2017-08-17,11838,博创科技股份有限公司,2017-02-22,2017-02-22,2017-05-24,91天,2700.0,上海银行股份有限公司漕河泾支行,上海银行“赢家”货币及债券系列（点滴成金）理财产品（WG17M03006期）,银行理财产品,自筹资金,公司本身,否
2017-08-17,11838,博创科技股份有限公司,2017-05-09,2017-05-09,2017-08-09,92天,2500.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“季季盈”产品产品编号：EB4324,银行理财产品,"自筹资金,自有资金",公司本身,否
2017-08-17,11838,博创科技股份有限公司,2017-05-17,2017-05-17,2017-08-17,92天,3000.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“季季盈”产品产品代码：BE4324,银行理财产品,"自筹资金,自有资金",公司本身,否
2017-08-17,11838,博创科技股份有限公司,2017-08-10,2017-08-10,2018-02-10,184天,2500.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“半年盈”产品产品代码：,银行理财产品,"自筹资金,自有资金",公司本身,否
2017-06-01,11840,博创科技股份有限公司,2017-06-01,2017-06-01,2017-09-04,95天,2500.0,中信证券股份有限公司,中信证券股份有限公司保本增益系列81期收益凭证（SU8997）,证券公司理财产品,自筹资金,公司本身,否
2017-06-01,11840,博创科技股份有限公司,2016-11-16,2016-11-16,2017-02-15,91天,2700.0,上海银行股份有限公司漕河泾支行,上海银行“赢家”货币及债券系列（点滴成金）理财产品,银行理财产品,自筹资金,公司本身,否
2017-06-01,11840,博创科技股份有限公司,2017-02-10,2017-02-10,2017-05-10,89天,2500.0,中国光大银行股份有限公司嘉兴分行,2017年对公结构性存款第十九期产品2,结构性存款,自筹资金,公司本身,否
2017-05-17,11842,博创科技股份有限公司,2017-05-17,2017-05-17,2017-08-16,91天,3500.0,上海银行股份有限公司漕河泾支行,上海银行“赢家”货币及债券系列（点滴成金）理财产品（WG17M03018期）,银行理财产品,自筹资金,公司本身,否
2017-05-17,11842,博创科技股份有限公司,2016-11-16,2016-11-16,2017-02-15,91天,2700.0,上海银行股份有限公司漕河泾支行,上海银行“赢家”货币及债券系列（点滴成金）理财产品,银行理财产品,自筹资金,公司本身,否
2017-05-17,11842,博创科技股份有限公司,2016-12-27,2016-12-27,2017-02-09,44天,5000.0,上海银行股份有限公司漕河泾支行,上海银行“赢家”资产组合系列理财产品（WGFJ16040B期）,银行理财产品,自筹资金,公司本身,否
2017-05-17,11842,博创科技股份有限公司,2017-02-10,2017-02-10,2017-05-10,89天,2500.0,中国光大银行股份有限公司嘉兴分行,2017年对公结构性存款第十九期产品2,结构性存款,自筹资金,公司本身,否
2017-05-17,11842,博创科技股份有限公司,2017-02-22,2017-02-22,2017-05-24,91天,2700.0,上海银行股份有限公司漕河泾支行,上海银行“赢家”货币及债券系列（点滴成金）理财产品（WG17M03006期）,银行理财产品,自筹资金,公司本身,否
2017-05-17,11842,博创科技股份有限公司,2017-04-28,2017-04-28,2017-07-28,91天,2000.0,上海银行股份有限公司漕河泾支行,上海银行“赢家”资产组合系列理财产品（WGFJ17016B期）,银行理财产品,自筹资金,公司本身,否
2017-05-17,11842,博创科技股份有限公司,2017-05-10,2017-05-10,2017-08-10,92天,2300.0,中国光大银行股份有限公司嘉兴分行,2017年结构性存款对公统发第二期产品005,结构性存款,自筹资金,公司本身,否
2017-05-11,11843,博创科技股份有限公司,2017-05-10,2017-05-10,2017-08-10,92天,2300.0,中国光大银行股份有限公司嘉兴分行,2017年结构性存款对公统发第二期产品005,结构性存款,自筹资金,公司本身,否
2017-05-11,11843,博创科技股份有限公司,2016-11-09,2016-11-09,2017-02-09,92天,3000.0,中国光大银行股份有限公司嘉兴分行,2016年对公结构性存款统发第一一七期产品4,结构性存款,自筹资金,公司本身,否
2017-05-11,11843,博创科技股份有限公司,2016-11-16,2016-11-16,2017-02-15,91天,2700.0,上海银行股份有限公司漕河泾支行,上海银行“赢家”货币及债券系列（点滴成金）理财产品,银行理财产品,自筹资金,公司本身,否
2017-05-11,11843,博创科技股份有限公司,2017-02-10,2017-02-10,2017-05-10,89天,2500.0,中国光大银行股份有限公司嘉兴分行,2017年对公结构性存款第十九期产品2,结构性存款,自筹资金,公司本身,否
2017-05-11,11843,博创科技股份有限公司,2017-05-09,2017-05-09,2017-08-09,92天,2500.0,中国光大银行股份有限公司嘉兴分行,中国光大银行机构理财“季季盈”产品产品编号：EB4324,银行理财产品,"自筹资金,自有资金",公司本身,否
2017-02-21,11846,博创科技股份有限公司,2017-02-22,2017-02-22,2017-05-24,91天,2700.0,上海银行股份有限公司漕河泾支行,上海银行“赢家”货币及债券系列（点滴成金）理财产品（WG17M03006期）,银行理财产品,自筹资金,公司本身,否
2017-02-21,11846,博创科技股份有限公司,2016-11-16,2016-11-16,2017-02-15,91天,2700.0,上海银行股份有限公司漕河泾支行,上海银行“赢家”货币及债券系列（点滴成金）理财产品,银行理财产品,自筹资金,公司本身,否
