Unnamed: 0,认购日期,产品起息日,产品到息日,产品期限,认购金额(万元),产品发行方名称,理财产品名称,sample_id,实际购买公司名称,理财类型,资金来源,实际购买公司和上市公司关系,买卖方是否有关联关系
1649,,,,nan天,,中信银行股份有限公司天津分行,中信理财之共赢利率结构18074期人民币结构性理财产品,14653,鹏欣环球资源股份有限公司,银行理财产品,自筹资金,公司本身,否
1650,,,,nan天,,中信银行,中信理财之共赢利率结构18074期人民币结构性理财产品理财编码C170U0174,14653,鹏欣环球资源股份有限公司,银行理财产品,自筹资金,公司本身,否
1651,,,,nan天,,渤海银行,渤海银行【BH-S17489】号结构性存款理财产品,14653,鹏欣环球资源股份有限公司,结构性存款,自筹资金,公司本身,否
1652,,,,nan天,,上海浦东发展银行,上海浦东发展银行利多多对公结构性存款固定持有期JG902期,14654,鹏欣环球资源股份有限公司,结构性存款,自筹资金,公司本身,否
1653,,,,nan天,5001,上海浦东发展银行,上海浦东发展银行利多多对公结构性存款固定持有期JG902期,14654,鹏欣环球资源股份有限公司,结构性存款,自筹资金,控股参股公司,否
1654,,,,nan天,,,上海浦东发展银行利多多对公结构性存款2017年JG990期,14655,鹏欣环球资源股份有限公司,结构性存款,自筹资金,公司本身,否
1655,,,,nan天,30001,,上海浦东发展银行利多多对公结构性存款2017年JG990期,14655,鹏欣环球资源股份有限公司,结构性存款,自筹资金,公司本身,否
1656,,,,nan天,,上海浦东发展银行,上海浦东发展银行利多多对公结构性存款固定持有期JG901期,14655,鹏欣环球资源股份有限公司,结构性存款,自筹资金,公司本身,否
1657,,,,,,上海浦东发展银行股份有限公司上海分行,期,14655,鹏欣环球资源股份有限公司,银行理财产品,自筹资金,公司本身,否
1658,,,,nan天,,,中信理财之共赢利率结构17492期人民币结构性理财产品,14656,鹏欣环球资源股份有限公司,银行理财产品,自筹资金,公司本身,否
1659,,,,nan天,,中信银行,中信理财之共赢利率结构17492期人民币结构性理财产品理财编码C17AU0192,14656,鹏欣环球资源股份有限公司,银行理财产品,自筹资金,公司本身,否
1660,,,,nan天,,上海浦东发展银行,上海浦东发展银行利多多对公结构性存款固定持有期JG903期,14656,鹏欣环球资源股份有限公司,结构性存款,自筹资金,公司本身,否
1661,,,,nan天,5001,上海浦东发展银行股份有限公司,JG903期,14656,鹏欣环球资源股份有限公司,银行理财产品,自筹资金,公司本身,否
1662,,,,nan天,,渤海银行,渤海银行号【BH-S17256】结构性存款理财产品,14656,鹏欣环球资源股份有限公司,结构性存款,自筹资金,控股参股公司,否
1663,,,,nan天,,渤海银行,渤海银行【S17181】号结构性存款理财产品,14657,鹏欣环球资源股份有限公司,结构性存款,自筹资金,控股参股公司,否
1664,,,,nan天,,渤海银行,渤海银行【S17182】号结构性存款理财产品,14657,鹏欣环球资源股份有限公司,结构性存款,自筹资金,控股参股公司,否
1665,,,,nan天,,渤海银行,渤海银行【S17183】号结构性存款理财产品,14657,鹏欣环球资源股份有限公司,结构性存款,自筹资金,公司本身,否
1666,,,,7天,,上海浦东发展银行,现金管理1号,14658,鹏欣环球资源股份有限公司,银行理财产品,自有资金,公司本身,否
1667,,,,nan天,,,上海浦东发展银行利多多对公结构性存款2017年JG442期,14658,鹏欣环球资源股份有限公司,结构性存款,自筹资金,公司本身,否
1668,,,,nan天,,,上海浦东发展银行利多多对公结构性存款2017年JG442期,14658,鹏欣环球资源股份有限公司,结构性存款,自筹资金,公司本身,否
1669,,,,nan天,,,上海浦东发展银行利多多对公结构性存款2017年JG443期,14658,鹏欣环球资源股份有限公司,结构性存款,自筹资金,公司本身,否
1670,,,,,,浦发银行,期,14658,鹏欣环球资源股份有限公司,银行理财产品,自有资金,公司本身,否
1671,,,,nan天,,,上海浦东发展银行利多多对公结构性存款2017年JG444期,14658,鹏欣环球资源股份有限公司,结构性存款,自筹资金,公司本身,否
1672,,,,nan天,,上海浦东发展银行股份有限公司上海分行,上海浦东发展银行利多多对公结构性存款2017年JG444期,14658,鹏欣环球资源股份有限公司,结构性存款,自筹资金,公司本身,否
1673,2016-08-31,2016-08-31,,,5000,杭州银行,“幸福99”卓越增盈开放式银行理财计划第16362期预约364天型,14659,鹏欣环球资源股份有限公司,银行理财产品,自有资金,公司本身,否
1674,,,,nan天,36000,中国农业银行股份有限公司成都富森支行,“汇利丰”2019年第4674期对公定制人民币结构性存款产品,14689,成都富森美家居股份有限公司,结构性存款,自有资金,公司本身,否
1675,,,,nan天,5000,华泰证券股份有限公司,华泰证券聚益第19070号(黄金期货)收益凭证(产品代,14691,成都富森美家居股份有限公司,证券公司理财产品,自有资金,公司本身,否
1676,2017-11-24,2017-11-24,2018-02-27,nan天,50002017.11.242018.2.274.90,中国农业银行股份有限公司成都富森支行,中国农业银行“本利丰·90天”人民币理财产品,14692,成都富森美家居股份有限公司,银行理财产品,自有资金,公司本身,否
1677,2017-11-24,2017-11-24,,,50002017.11.242018.2.274.90,成都农村商业银行股份有限公司龙潭支行,天府理财之“安心”理财产品(AXG18010),14693,成都富森美家居股份有限公司,银行理财产品,自有资金,公司本身,否
1678,2017-11-24,2018-02-27,,,50002017.11.242018.2.274.90,成都农村商业银行股份有限公司龙潭支行,天府理财之“安心”理财产品(AXG18009),14695,成都富森美家居股份有限公司,银行理财产品,自有资金,公司本身,否
1679,,,,nan天,30000,中国农业银行股份有限公司成都富森支行,“汇利丰”2018年第5660期对公定制人民币结构性存款产品,14696,成都富森美家居股份有限公司,结构性存款,自有资金,公司本身,否
1680,,,,nan天,5000,中国农业银行股份有限公司成都新都支行城南分理处,“汇利丰”2018年第5660期对公定制人民币结构性存款产品,14696,成都富森美家居股份有限公司,结构性存款,自有资金,公司本身,否
1681,2017-11-24,2017-11-24,2018-02-27,nan天,50002017.11.242018.2.274.90,中国农业银行股份有限公司成都富森支行,“汇利丰”2018年第5660期对公定制人民币结构性存款产品,14696,成都富森美家居股份有限公司,结构性存款,自有资金,公司本身,否
1682,2017-11-24,2017-11-24,2018-02-27,nan天,50002017.11.242018.2.274.90,中国建设银行股份有限公司成都岷江支行,中国建设银行“乾元-众享”保本型人民币理财产品2018,14697,成都富森美家居股份有限公司,银行理财产品,自有资金,公司本身,否
1683,2017-11-24,2017-11-24,2018-02-27,nan天,50002017.11.242018.2.274.90,中国农业银行股份有限公司成都富森支行,中国农业银行“本利丰·90天”人民币理财产品,14698,成都富森美家居股份有限公司,银行理财产品,自有资金,公司本身,否
1684,2017-11-24,2017-11-24,2018-02-27,nan天,50002017.11.242018.2.274.90,中国农业银行股份有限公司成都富森支行,中国农业银行“本利丰”定向人民币理财产品(BFDG180237),14700,成都富森美家居股份有限公司,银行理财产品,自有资金,公司本身,否
1685,,,,nan天,46000,中国农业银行股份有限公司成都富森支行,中国农业银行“本利丰”定向人民币理财产品(BFDG170531),14705,成都富森美家居股份有限公司,银行理财产品,自有资金,公司本身,否
1686,,,,2天,40000,中国农业银行股份有限公司成都富森支行,“本利丰·62天”人民币理财产品,14707,成都富森美家居股份有限公司,银行理财产品,自有资金,公司本身,否
1687,,,,,10000,工商银行,工银理财保本型“随心E”(定向)2017年第3期,14708,拉芳家化股份有限公司,银行理财产品,自有资金,公司本身,否
1688,,,,,15000,中国民生银行股份有限公司,挂钩利率结构性存款,14709,拉芳家化股份有限公司,结构性存款,自筹资金,公司本身,否
1689,,,,,10000,交通银行股份有限公司,交通银行蕴通财富活期结构性存款S款特享版,14710,拉芳家化股份有限公司,结构性存款,自有资金,公司本身,否
1690,,,,,20000,中国民生银行股份有限公司,挂钩利率结构性存款,14711,拉芳家化股份有限公司,结构性存款,自筹资金,公司本身,否
1691,,,,2017天,10000,工行金鹏支行,工银理财保本型“随心e”(定向)2017年第3期,14711,拉芳家化股份有限公司,银行理财产品,自有资金,公司本身,否
1692,,,,,5000,交通银行股份有限公司,交通银行蕴通财富结构性存款2个月,14711,拉芳家化股份有限公司,结构性存款,自筹资金,公司本身,否
1693,,,,,5000,交通银行上海嘉定支行,交通银行蕴通财富结构性存款1个月,14711,拉芳家化股份有限公司,结构性存款,自筹资金,公司本身,否
1694,,,,27天,10000,交通银行股份有限公司,交通银行蕴通财富结构性存款27天,14712,拉芳家化股份有限公司,结构性存款,自筹资金,公司本身,否
1695,,,,,15000,中国民生银行股份有限公司上海分行,与利率挂钩的结构性产品,14713,拉芳家化股份有限公司,银行理财产品,自有资金,公司本身,否
1696,,,,nan天,3000,中国工商银行,中国工商银行保本型“随心E”法人人民币理财产品,14714,拉芳家化股份有限公司,银行理财产品,自有资金,公司本身,否
1697,,,,,6000,中国光大银行股份有限公司,2018年对公结构性存款定制第五期产品100,14715,拉芳家化股份有限公司,结构性存款,自有资金,公司本身,否
1698,2018-04-16,2018-04-16,,,5000,,交通银行蕴通财富结构性存款31天,14715,拉芳家化股份有限公司,结构性存款,自有资金,公司本身,否
1699,,,,2天,5000,交通银行股份有限公司,交通银行蕴通财富结构性存款52天,14715,拉芳家化股份有限公司,结构性存款,自筹资金,公司本身,否
1700,,,,,10000,中国工商银行股份有限公司,工银理财保本型“随心e”(定向)2017年第三期,14716,拉芳家化股份有限公司,银行理财产品,自有资金,公司本身,否
1701,2018-05-29,2018-05-29,,,10000,交通银行股份有限公司镇江分行,交通银行蕴通财富结构性存款,14717,拉芳家化股份有限公司,结构性存款,自筹资金,公司本身,否
1702,,,,,10000,中国民生银行股份有限公司上海分行,与利率挂钩的结构性产品,14718,拉芳家化股份有限公司,银行理财产品,自有资金,公司本身,否
1703,,,,2天,10000,交通银行长沙窑岭支行,蕴通财富·日增利62天,14719,拉芳家化股份有限公司,银行理财产品,自有资金,公司本身,否
1704,,,,nan天,10000,中国工商银行股份有限公司,工银理财共赢3号保本型(定向广东)2017年第133期,14721,拉芳家化股份有限公司,银行理财产品,自有资金,公司本身,否
1705,,,,,10000,中国民生银行股份有限公司上海分行,与利率挂钩的结构性产品,14722,拉芳家化股份有限公司,银行理财产品,自有资金,公司本身,否
1706,,,,nan天,2000,中国工商银行,中国工商银行保本型法人91天稳利人民币理财产品,14723,拉芳家化股份有限公司,银行理财产品,自有资金,公司本身,否
1707,,,,,6000,交通银行股份有限公司汕头中区支行,2017年对公结构性存款统发第一一零期产品5,14724,拉芳家化股份有限公司,结构性存款,自有资金,公司本身,否
1708,,,,nan天,8000,交通银行股份有限公司汕头中区支行,蕴通财富﹒日增利66天,14724,拉芳家化股份有限公司,银行理财产品,自有资金,公司本身,否
1709,,,,,,中国民生银行股份有限公司上海分行,与利率挂钩的结构性产品,14725,拉芳家化股份有限公司,银行理财产品,自筹资金,公司本身,否
1710,,,,nan天,,中国工商银行,中国工商银行保本型法人91天稳利人民币理财产品,14726,拉芳家化股份有限公司,银行理财产品,自有资金,公司本身,否
1711,,,,nan天,,中国工商银行,中国工商银行保本“随心E”二号法人拓户理财产品,14727,拉芳家化股份有限公司,银行理财产品,自有资金,公司本身,否
1712,,,,,,,蕴通财富·日增利65天,14728,拉芳家化股份有限公司,银行理财产品,自有资金,公司本身,否
1713,,,,nan天,,中国民生银行股份有限公司总行营业部,中国民生银行人民币结构性存款D-1款,14729,拉芳家化股份有限公司,结构性存款,自筹资金,公司本身,否
1714,,,,91天,,交通银行安徽省分行,蕴通财富·日增利91天,14730,拉芳家化股份有限公司,银行理财产品,自有资金,公司本身,否
1715,,,,2017天,,,工银理财共赢3号保本型2017年第12期B款(拓户产品),14731,拉芳家化股份有限公司,银行理财产品,自有资金,公司本身,否
1716,,,,nan天,7500,中国银行,中银保本理财-人民币按期开放,14736,江苏如通石油机械股份有限公司,银行理财产品,自有资金,公司本身,否
1717,,,,1年,1500,,植瑞-长青10号投资基金基金合同,14752,江苏南方轴承股份有限公司,基金专户,自有资金,公司本身,否
1718,,,,nan天,2000,兴业银行,兴业银行企业金融结构性存款协议,14759,江苏南方轴承股份有限公司,结构性存款,自有资金,公司本身,否
1719,,,,nan天,,江苏江南农村商业银行股份有限公司,富江南·瑞富安盈C计划R1711期27,14761,江苏南方轴承股份有限公司,银行理财产品,自有资金,公司本身,否
1720,2017-07-07,2017-07-07,,,,中国建设银行股份有限公司杭州太炎支行,金融结构性存款,14763,江苏南方轴承股份有限公司,结构性存款,自筹资金,公司本身,否
1721,,,,1年,1500,,植瑞聚鑫30号私募投资基金基金合同,14764,江苏南方轴承股份有限公司,基金专户,自有资金,公司本身,否
1722,,,,nan天,2000,,恒天财富稳泰24号私募投资基金基金合,14765,江苏南方轴承股份有限公司,基金专户,自筹资金,公司本身,否
1723,2017-07-07,2017-07-07,,,,中国建设银行股份有限公司杭州太炎支行,金融结构性存款,14766,江苏南方轴承股份有限公司,结构性存款,自筹资金,公司本身,否
1724,,,,nan天,,兴业银行,兴业银行“金雪球-优悦”保本开放式人民币理财产品(3M),14767,江苏南方轴承股份有限公司,银行理财产品,自有资金,公司本身,否
1725,,,,nan天,,兴业银行,兴业银行“金雪球-优悦”保本开放式人民币理财产品(3M),14768,江苏南方轴承股份有限公司,银行理财产品,自有资金,公司本身,否
1726,,,,nan天,,江苏江南农村商业银行股份有限公司,富江南·瑞富安盈G计划R1705期24,14769,江苏南方轴承股份有限公司,银行理财产品,自有资金,公司本身,否
1727,2017-07-07,2017-07-07,,,,中国建设银行股份有限公司杭州太炎支行,金融结构性存款,14770,江苏南方轴承股份有限公司,结构性存款,自筹资金,公司本身,否
1728,2018-11-16,2018-11-16,,,,,利率挂钩型结构性存款,14772,江苏南方轴承股份有限公司,结构性存款,自筹资金,公司本身,否
1729,,,,nan天,,广发银行,广发银行“薪加薪16号”人民币理财计划产品,14773,江苏南方轴承股份有限公司,银行理财产品,自有资金,公司本身,否
1730,,,,nan天,,广发银行,广发银行“薪加薪16号”人民币理财计划产品,14774,江苏南方轴承股份有限公司,银行理财产品,自有资金,公司本身,否
1731,2016-05-20,2016-05-20,,,,广发银行常州分行,“富江南”系列理财产品,14774,江苏南方轴承股份有限公司,银行理财产品,自有资金,公司本身,否
1732,,,,nan天,900,中国工商银行,中国工商银行保本型“随心E”法人人民币理财产品,14824,烟台中宠食品股份有限公司,银行理财产品,自筹资金,公司本身,否
1733,,,,nan天,5000,中国农业银行,中国农业银行“本利丰·34天”人民币理财产品,14824,烟台中宠食品股份有限公司,银行理财产品,自筹资金,公司本身,否
1734,,,,,500,中国工商银行股份有限公司,工银理财保本型“随心E”(定向)2017年第3期,14825,南京我乐家居股份有限公司,银行理财产品,自筹资金,公司本身,否
1735,,,,,1000,中国工商银行股份有限公司,工银理财保本型“随心E”(定向)2017年第3期,14826,南京我乐家居股份有限公司,银行理财产品,自筹资金,公司本身,否
1736,,,,,4000,中国工商银行股份有限公司,工银理财保本型“随心E”(定向)2017年第3期,14828,南京我乐家居股份有限公司,银行理财产品,自筹资金,公司本身,否
1737,,,,,4000,中国工商银行股份有限公司,工银理财保本型“随心E”(定向)2017年第3期,14829,南京我乐家居股份有限公司,银行理财产品,自筹资金,公司本身,否
1738,,,,,4000,中国工商银行股份有限公司,工银理财保本型“随心E”(定向)2017年第3期,14830,南京我乐家居股份有限公司,银行理财产品,自筹资金,公司本身,否
1739,,,,nan天,7000,浙商银行股份有限公司,浙商银行永乐3号人民币理财产品,14831,南京我乐家居股份有限公司,银行理财产品,自有资金,公司本身,否
1740,2018-01-18,2018-01-18,,,4000,上海浦东发展银行,财富班车进取2号,14831,南京我乐家居股份有限公司,银行理财产品,自有资金,公司本身,否
1741,,,,nan天,12000,中国工商银行股份有限公司,中国工商银行保本型法人63天稳利人民币理财产品,14832,南京我乐家居股份有限公司,银行理财产品,自筹资金,公司本身,否
1742,2017-12-28,2017-12-28,,,4000,招商证券股份有限公司,“磐石”486期本金保障型收益凭证,14833,南京我乐家居股份有限公司,证券公司理财产品,自筹资金,公司本身,否
1743,2017-12-08,2017-12-08,,,15000,招商证券股份有限公司,“磐石”468期本金保障型收益凭证,14834,南京我乐家居股份有限公司,证券公司理财产品,自筹资金,公司本身,否
1744,,,,,3000,中国工商银行股份有限公司,工赢理财共赢3号保本型2017年第26期A款,14835,南京我乐家居股份有限公司,银行理财产品,自筹资金,公司本身,否
1745,2017-11-02,2017-11-02,,,1000,平安银行股份有限公司,卓越计划滚动型保本人民币理财产品,14836,南京我乐家居股份有限公司,银行理财产品,自有资金,公司本身,否
1746,,,,nan天,6000,上海浦东发展银行股份有限公司,上海浦东发展银行月添利,14836,南京我乐家居股份有限公司,银行理财产品,自有资金,公司本身,否
1747,,,,nan天,3000,浙商银行股份有限公司,浙商银行永乐3号人民币理财产品,14836,南京我乐家居股份有限公司,银行理财产品,自有资金,公司本身,否
1748,,,,nan天,2000,上海浦东发展银行股份有限公司,上海银行“赢家”易精灵理财产品(GKF12001期),14836,南京我乐家居股份有限公司,银行理财产品,自有资金,公司本身,否
1749,,,,nan天,2000,上海浦东发展银行股份有限公司,上海银行“赢家”货币及债券系列(点滴成金),14838,南京我乐家居股份有限公司,银行理财产品,自有资金,公司本身,否
1750,,,,nan天,3000,浙商银行股份有限公司,浙商银行“永乐3号”人民币理财产品,14838,南京我乐家居股份有限公司,银行理财产品,自有资金,公司本身,否
1751,,,,90天,4000,上海浦东发展银行股份有限公司,财富班车进取3号,14838,南京我乐家居股份有限公司,银行理财产品,自有资金,公司本身,否
1752,,,,,3000,中国工商银行股份有限公司,工银理财共赢3号保本型2017年第24期A款,14839,南京我乐家居股份有限公司,银行理财产品,自筹资金,公司本身,否
1753,,,,,4000,中国工商银行股份有限公司,工银理财共赢3号保本型2017年第25期B款(拓户产品),14839,南京我乐家居股份有限公司,银行理财产品,自筹资金,控股参股公司,否
1754,,,,,5000,中国工商银行股份有限公司,工银理财共赢3号保本型(定向)2017年第64期,14840,南京我乐家居股份有限公司,银行理财产品,自筹资金,公司本身,否
1755,,,,nan天,5000,中国建设银行股份有限公司潮州湘桥支行,中国建设银行“乾元-周周利”开放式资产组合型保本人民币理财产品,14870,广东新宏泽包装股份有限公司,银行理财产品,自有资金,公司本身,否
1756,,,,nan天,5000,中国银行股份有限公司潮州分行,中银保本理财-人民币按期开放(CNYAQKF),14871,广东新宏泽包装股份有限公司,银行理财产品,自有资金,公司本身,否
1757,,,,2017天,5000,中国工商银行股份有限公司潮州分行,工银理财保本型“随心E”(定向)2017年第3期(产品代码为SXEDXBBX),14872,广东新宏泽包装股份有限公司,银行理财产品,自有资金,公司本身,否
1758,,,,nan天,3000,中国建设银行股份有限公司,中国建设银行“乾元-众享”保本型人民币理财产品2017年第39期,14875,广东新宏泽包装股份有限公司,银行理财产品,自有资金,公司本身,否
1759,,,,nan天,300,中国银行股份有限公司深圳市分行观澜支行,中银保本理财-人民币按期开放理财产品,14875,广东新宏泽包装股份有限公司,银行理财产品,自有资金,公司本身,否
1760,,,,nan天,1000,中国工商银行股份有限公司张家港分行,中国工商银行挂钩汇率区间累计型法人人民币结构性存款产品,14900,长江润发医药股份有限公司,结构性存款,自筹资金,控股参股公司,否
1761,,,,,10000,中国工商银行股份有限公司张家港分行,工银理财保本型“随心E”(定向)2017年第3期,14900,长江润发医药股份有限公司,银行理财产品,自筹资金,公司本身,否
1762,,,,,15000,中国工商银行股份有限公司张家港分行,工银理财保本型“随心E”(定向)2017年第3期,14900,长江润发医药股份有限公司,银行理财产品,自筹资金,控股参股公司,否
1763,,,,,3000,张家港农村商业银行股份有限公司,“金港湾·稳添利”20180423期(保本)6M人民币理财产品,14901,长江润发医药股份有限公司,银行理财产品,自筹资金,公司本身,否
1764,,,,,3000,张家港农村商业银行,“金港湾·稳添利”20171230期(保本)3M人民币理财产品,14903,长江润发医药股份有限公司,银行理财产品,自筹资金,控股参股公司,否
1765,,,,,26000,中国工商银行,工银理财共赢3号保本型2017年第27期B款,14904,长江润发医药股份有限公司,银行理财产品,自筹资金,控股参股公司,否
1766,,,,,2000,张家港农村商业银行,“金港湾·稳添利”20171022期(保本)3M人民币理财产品,14905,长江润发医药股份有限公司,银行理财产品,自筹资金,公司本身,否
1767,,,,nan天,26000,中国工商银行,中国工商银行保本“随心E”二号法人拓户理财产品,14906,长江润发医药股份有限公司,银行理财产品,自筹资金,控股参股公司,否
1768,,,,,4500,张家港农村商业银行,“金港湾·稳添利”20170907期(保本)3M人民币理财产品,14906,长江润发医药股份有限公司,银行理财产品,自筹资金,公司本身,否
1769,,,,,2000,江苏张家港农村商业银行股份有限公司,“金港湾·稳添利”20170714期(保本)3M人民币理财产品,14907,长江润发医药股份有限公司,银行理财产品,自筹资金,公司本身,否
1770,,,,nan天,,平安银行,卓越计划滚动型人民币公司理财产品AGS131364,14908,长江润发医药股份有限公司,银行理财产品,自有资金,公司本身,否
1771,,,,nan天,,平安银行,平安银行对公结构性存款(挂钩利率)产品,14909,长江润发医药股份有限公司,结构性存款,自有资金,控股参股公司,否
1772,,,,nan天,,交通银行,蕴通财富·日增利31天,14910,长江润发医药股份有限公司,银行理财产品,自有资金,控股参股公司,否
1773,,,,nan天,,平安银行,平安银行对公结构性存款(挂钩利率)产品,14911,长江润发医药股份有限公司,结构性存款,自有资金,控股参股公司,否
1774,,,,nan天,,交通银行,蕴通财富·日增利50天,14912,长江润发医药股份有限公司,银行理财产品,自有资金,控股参股公司,否
1775,,,,nan天,,中国银行,中银保本理财-人民币按期开放【CNYAQKF】,14913,长江润发医药股份有限公司,银行理财产品,自有资金,公司本身,否
1776,,,,nan天,,平安银行,平安银行对公结构性存款(挂钩利率)产品,14913,长江润发医药股份有限公司,结构性存款,自有资金,公司本身,否
1777,,,,,26000,中国工商银行股份有限公司,工银理财共赢3号保本型(定向)2017年第37期,14914,长江润发机械股份有限公司,银行理财产品,自筹资金,公司本身,否
1778,,,,,4500,江苏张家港农村商业银行股份有限公司,“金港湾·稳添利”20170528期(保本)1M人民币理财产品,14914,长江润发机械股份有限公司,银行理财产品,自筹资金,公司本身,否
1779,,,,,4500,江苏张家港农村商业银行股份有限公司,“金港湾·稳添利”20170529期(保本)3M人民币理财产品,14914,长江润发机械股份有限公司,银行理财产品,自筹资金,公司本身,否
1780,,,,,2000,江苏张家港农村商业银行股份有限公司,“金港湾·稳添利”20170530期(保本)6M人民币理财产品,14914,长江润发机械股份有限公司,银行理财产品,自筹资金,控股参股公司,否
1781,,,,,,平安银行股份有限公司,卓越计划滚动型保本人民币公司理财产品AGS159020,14915,长江润发机械股份有限公司,银行理财产品,自有资金,公司本身,否
1782,,,,,,平安银行股份有限公司,卓越计划滚动型保本人民币公司理财产品AGS159020,14915,长江润发机械股份有限公司,银行理财产品,自有资金,公司本身,否
1783,,,,,,浙商银行股份有限公司北京分行,专属理财1号90天型Z117090018,14916,长江润发机械股份有限公司,银行理财产品,自筹资金,控股参股公司,否
1784,,,,nan天,6500,浙商银行股份有限公司苏州分行,浙商银行人民币理财产品(专属理财1号),14917,长江润发机械股份有限公司,银行理财产品,自筹资金,控股参股公司,否
1785,,,,nan天,26000,中国工商银行股份有限公司,中国工商银行保本型法人91天稳利人民币理财产品,14918,长江润发机械股份有限公司,银行理财产品,自筹资金,控股参股公司,否
1786,,,,91天,11000,张家港农村商业银行股份有限公司,“金港湾·稳添利”20170207期(保本)3M人民币理财产品,14918,长江润发机械股份有限公司,银行理财产品,自筹资金,公司本身,否
1787,,,,,1000,张家港农村商业银行股份有限公司,“金港湾·稳添利”20170206期(保本)1M人民币理财产品,14918,长江润发机械股份有限公司,银行理财产品,自筹资金,公司本身,否
1788,,,,nan天,7000,广发证券股份有限公司,粤财信托·汇享利6期3号集合资金信托计划,14954,甘肃莫高实业发展股份有限公司,证券公司理财产品,自有资金,公司本身,否
1789,,,,nan天,8000,广发银行股份有限公司,广发多添富4号X类220天期产品,14955,甘肃莫高实业发展股份有限公司,银行理财产品,自有资金,公司本身,否
1790,,,,nan天,10000,广发银行股份有限公司,广发多添富4号X类363天期产品,14956,甘肃莫高实业发展股份有限公司,银行理财产品,自有资金,公司本身,否
1791,,,,nan天,3000,广发银行股份有限公司,广发多添富4号X类84天期产品,14957,甘肃莫高实业发展股份有限公司,银行理财产品,自有资金,公司本身,否
1792,,,,nan天,5000,广发银行股份有限公司,广发多添富4号X类119天期产品,14958,甘肃莫高实业发展股份有限公司,银行理财产品,自有资金,公司本身,否
1793,,,,nan天,15000,广发银行股份有限公司,广发多添富4号X类101天期产品,14962,甘肃莫高实业发展股份有限公司,银行理财产品,自有资金,公司本身,否
1794,,,,nan天,8000,广发银行股份有限公司,广发多添富4号X类177天期产品,14963,甘肃莫高实业发展股份有限公司,银行理财产品,自有资金,公司本身,否
1795,,,,nan天,7000,广发银行股份有限公司,广发多添富4号X类113天期产品,14964,甘肃莫高实业发展股份有限公司,银行理财产品,自有资金,公司本身,否
1796,,,,nan天,8000,广发银行股份有限公司,广发多添富4号X类156天期产品,14965,甘肃莫高实业发展股份有限公司,银行理财产品,自有资金,公司本身,否
1797,,,,nan天,5000,广发证券资产管理(广东)有限公司,广发多添富4号X类182天期产品,14966,甘肃莫高实业发展股份有限公司,证券公司理财产品,自有资金,公司本身,否
1798,,,,nan天,5000,兰州银行,兰州银行“百合理财”共赢系列2006号对公理财产品(产品,14966,甘肃莫高实业发展股份有限公司,银行理财产品,自有资金,公司本身,否
1799,,,,nan天,7000,广发银行股份有限公司,广发多添富4号X类184天期产品,14967,甘肃莫高实业发展股份有限公司,银行理财产品,自有资金,公司本身,否
1800,,,,nan天,8000,广发银行股份有限公司,广发多添富4号X类184天期产品,14968,甘肃莫高实业发展股份有限公司,银行理财产品,自有资金,公司本身,否
1801,,,,nan天,4000,广发银行股份有限公司,广发多添富4号X类183天期产品,14970,甘肃莫高实业发展股份有限公司,银行理财产品,自有资金,公司本身,否
1802,,,,nan天,7000,广发银行股份有限公司,广发多添富4号X类191天期产品,14972,甘肃莫高实业发展股份有限公司,银行理财产品,自有资金,公司本身,否
1803,,,,nan天,8000,广发银行股份有限公司,广发多添富4号X类178天期产品,14973,甘肃莫高实业发展股份有限公司,银行理财产品,自有资金,公司本身,否
1804,,,,nan天,6000,广发银行股份有限公司,广发多添富4号X类185天期产品,14976,甘肃莫高实业发展股份有限公司,银行理财产品,自有资金,公司本身,否
1805,,,,nan天,8000,广发银行股份有限公司,广发多添富4号X类185天期产品,14978,甘肃莫高实业发展股份有限公司,银行理财产品,自有资金,公司本身,否
1806,,,,nan天,500,元达信资本,元达信资本-现金管理1号专项资产管理计划,14996,山东省章丘鼓风机股份有限公司,银行理财产品,自有资金,公司本身,否
1807,,,,,500,海通证券股份有限公司,海通投融宝1号集合资产管理计划,14996,山东省章丘鼓风机股份有限公司,证券公司理财产品,自有资金,公司本身,否
1808,,,,nan天,500,中泰证券股份有限公司,齐鲁锦泉2号集合资产管理计划3月份额1号,14996,山东省章丘鼓风机股份有限公司,证券公司理财产品,自有资金,公司本身,否
1809,,,,28天,1000,交通银行章丘支行,“蕴通财富·稳得利”28天,14996,山东省章丘鼓风机股份有限公司,银行理财产品,自有资金,公司本身,否
1810,,,,nan天,1000,中信建投证券股份有限公司,中信建投收益凭证“固收鑫·稳享”【1097号】-307天,14997,山东省章丘鼓风机股份有限公司,证券公司理财产品,自有资金,公司本身,否
1811,,,,nan天,3800,交通银行章丘支行,蕴通财富.日增利94天,14998,山东省章丘鼓风机股份有限公司,银行理财产品,自有资金,公司本身,否
1812,,,,,1500,莱商银行股份有限公司济南章丘支行,“金凤理财”安信盈系列人民币理财产品,14998,山东省章丘鼓风机股份有限公司,银行理财产品,自有资金,公司本身,否
1813,,,,nan天,4800,交通银行章丘支行,蕴通财富.日增利57天,14999,山东省章丘鼓风机股份有限公司,银行理财产品,自有资金,控股参股公司,否
1814,,,,,700,莱商银行股份有限公司济南章丘支行,“金凤理财”安信盈系列人民币理财产品,15000,山东省章丘鼓风机股份有限公司,银行理财产品,自有资金,公司本身,否
